Name,YT Scope Project,
File,C:\Users\nwbrown\workspace\GMD-GPI-40-disconnect\02.csv,
Starttime of export,132371363020970000,Saturday, June 20, 2020,07:18:22.097
Endtime of export,132371363141870000,Saturday, June 20, 2020,07:18:34.187


Name,i_iPRESS_R
SymbolComment, input Pressure // Link to analog Input
Data-Type,INT16
SampleTime,10
VariableSize,2
SymbolBased,True
IndexGroup,61472
IndexOffset,1425784
SymbolName,GVL_GMD.fb_EM1K0_GMD_GPI_40.i_iPRESS_R
NetID,172.21.92.59.1.1
Port,851
Offset,0
ScaleFactor,1
BitMask,0xffffffffffffffff
Unit,(None)
Unit ScaleFactor,1
Unit Offset,0


0,567
10,565
20,564
30,564
40,564
50,565
60,567
70,567
80,565
90,565
100,565
110,567
120,565
130,565
140,565
150,564
160,567
170,567
180,565
190,563
200,563
210,565
220,567
230,565
240,565
250,564
260,564
270,564
280,567
290,567
300,565
310,564
320,563
330,564
340,564
350,564
360,565
370,565
380,565
390,564
400,565
410,567
420,565
430,565
440,564
450,564
460,567
470,568
480,568
490,567
500,565
510,567
520,565
530,564
540,565
550,568
560,567
570,567
580,567
590,565
600,564
610,565
620,568
630,567
640,565
650,564
660,564
670,564
680,565
690,567
700,568
710,567
720,565
730,565
740,567
750,565
760,565
770,564
780,564
790,565
800,567
810,567
820,567
830,567
840,565
850,564
860,565
870,565
880,565
890,565
900,565
910,567
920,565
930,565
940,567
950,565
960,567
970,567
980,567
990,567
1000,565
1010,567
1020,567
1030,565
1040,567
1050,567
1060,567
1070,565
1080,565
1090,567
1100,565
1110,565
1120,564
1130,565
1140,567
1150,567
1160,565
1170,565
1180,567
1190,567
1200,565
1210,565
1220,564
1230,564
1240,564
1250,565
1260,568
1270,567
1280,565
1290,567
1300,567
1310,565
1320,565
1330,567
1340,565
1350,564
1360,565
1370,565
1380,564
1390,564
1400,565
1410,567
1420,565
1430,565
1440,567
1450,565
1460,565
1470,565
1480,567
1490,567
1500,565
1510,565
1520,564
1530,564
1540,564
1550,564
1560,567
1570,565
1580,564
1590,565
1600,565
1610,565
1620,565
1630,565
1640,565
1650,564
1660,565
1670,563
1680,563
1690,565
1700,565
1710,565
1720,567
1730,565
1740,565
1750,567
1760,567
1770,565
1780,564
1790,564
1800,564
1810,565
1820,567
1830,567
1840,567
1850,564
1860,564
1870,565
1880,564
1890,564
1900,565
1910,567
1920,565
1930,564
1940,565
1950,565
1960,564
1970,564
1980,565
1990,565
2000,567
2010,565
2020,565
2030,567
2040,567
2050,567
2060,565
2070,564
2080,565
2090,567
2100,567
2110,567
2120,565
2130,565
2140,565
2150,567
2160,567
2170,565
2180,567
2190,565
2200,564
2210,567
2220,565
2230,565
2240,565
2250,567
2260,565
2270,565
2280,567
2290,567
2300,563
2310,563
2320,564
2330,565
2340,565
2350,565
2360,565
2370,567
2380,567
2390,565
2400,567
2410,567
2420,567
2430,565
2440,564
2450,565
2460,565
2470,565
2480,567
2490,565
2500,565
2510,567
2520,567
2530,565
2540,565
2550,565
2560,567
2570,567
2580,567
2590,567
2600,565
2610,565
2620,564
2630,565
2640,564
2650,563
2660,564
2670,565
2680,565
2690,564
2700,565
2710,567
2720,565
2730,564
2740,564
2750,565
2760,567
2770,565
2780,563
2790,565
2800,567
2810,565
2820,564
2830,565
2840,567
2850,564
2860,564
2870,564
2880,564
2890,565
2900,564
2910,564
2920,564
2930,564
2940,567
2950,567
2960,565
2970,564
2980,564
2990,565
3000,565
3010,564
3020,564
3030,565
3040,567
3050,567
3060,565
3070,565
3080,567
3090,567
3100,564
3110,564
3120,565
3130,567
3140,567
3150,565
3160,567
3170,568
3180,567
3190,567
3200,563
3210,564
3220,564
3230,564
3240,567
3250,565
3260,567
3270,568
3280,567
3290,565
3300,565
3310,565
3320,565
3330,564
3340,564
3350,565
3360,565
3370,564
3380,567
3390,567
3400,565
3410,565
3420,565
3430,567
3440,567
3450,567
3460,567
3470,565
3480,564
3490,565
3500,567
3510,565
3520,564
3530,565
3540,565
3550,565
3560,567
3570,565
3580,565
3590,567
3600,567
3610,567
3620,565
3630,565
3640,567
