Name,YT Scope Project,
File,C:\Users\nwbrown\workspace\GMD-GPI-40-disconnect\GPI-40-crash-04.csv,
Starttime of export,132371364756170000,Saturday, June 20, 2020,07:21:15.617
Endtime of export,132371364861070000,Saturday, June 20, 2020,07:21:26.107


Name,i_iPRESS_R
3630,565
3640,567
3650,565
3660,564
3670,564
3680,565
3690,565
3700,567
3710,565
3720,565
3730,567
3740,564
3750,565
3760,565
3770,564
3780,564
3790,565
3800,565
3810,565
3820,565
3830,565
3840,564
3850,567
3860,564
3870,563
3880,564
3890,564
3900,564
3910,565
3920,565
3930,565
3940,565
3950,567
3960,567
3970,564
3980,563
3990,564
4000,565
4010,567
4020,565
4030,564
4040,564
4050,565
4060,567
4070,563
4080,563
4090,565
4100,565
4110,567
4120,567
4130,564
4140,564
4150,565
4160,565
4170,565
4180,567
4190,567
4200,565
4210,565
4220,565
4230,565
4240,565
4250,564
4260,564
4270,565
4280,433
4290,413
4300,553
4310,555
4320,563
4330,567
4340,565
4350,567
4360,567
4370,567
4380,567
4390,567
4400,565
4410,565
4420,564
4430,564
4440,564
4450,565
4460,567
4470,567
4480,567
4490,567
4500,565
4510,567
4520,567
4530,565
4540,565
4550,567
4560,564
4570,563
4580,565
4590,565
4600,564
4610,567
4620,567
4630,565
4640,564
4650,563
4660,564
4670,564
4680,564
4690,565
4700,565
4710,567
4720,568
4730,568
4740,565
4750,565
4760,567
4770,565
4780,565
4790,565
4800,565
4810,565
4820,565
4830,565
4840,565
4850,564
4860,565
4870,565
4880,565
4890,567
4900,567
4910,567
4920,565
4930,565
4940,564
4950,564
4960,565
4970,564
4980,564
4990,564
5000,564
5010,565
5020,564
5030,565
5040,567
5050,567
5060,564
5070,562
5080,564
5090,565
5100,567
5110,565
5120,564
5130,567
5140,568
5150,568
5160,568
5170,565
5180,563
5190,563
5200,565
5210,568
5220,568
5230,567
5240,563
5250,565
5260,567
5270,567
5280,567
5290,567
5300,568
5310,568
5320,565
5330,564
5340,563
5350,563
5360,564
5370,564
5380,564
5390,565
5400,565
5410,567
5420,565
5430,565
5440,565
5450,565
5460,565
5470,567
5480,565
5490,567
5500,565
5510,565
5520,564
5530,564
5540,565
5550,564
5560,565
5570,565
5580,565
5590,567
5600,567
5610,567
5620,568
5630,567
5640,565
5650,565
5660,564
5670,563
5680,564
5690,563
5700,565
5710,567
5720,564
5730,565
5740,568
5750,567
5760,567
5770,567
5780,564
5790,564
5800,564
5810,567
5820,567
5830,565
5840,564
5850,564
5860,564
5870,564
5880,564
5890,564
5900,565
5910,567
5920,564
5930,564
5940,563
5950,562
5960,564
5970,564
5980,565
5990,568
6000,567
6010,564
6020,564
6030,565
6040,565
6050,567
6060,567
6070,567
6080,567
6090,565
6100,565
6110,565
6120,567
6130,567
6140,567
6150,564
6160,565
6170,567
6180,564
6190,564
6200,564
6210,565
6220,567
6230,567
6240,567
6250,565
6260,565
6270,565
6280,564
6290,564
6300,567
6310,564
6320,564
6330,567
6340,567
6350,567
6360,567
6370,567
6380,565
6390,567
6400,567
6410,565
6420,565
6430,565
6440,565
6450,565
6460,565
6470,565
6480,564
6490,564
6500,565
6510,567
6520,564
6530,564
6540,564
6550,563
6560,567
6570,567
6580,565
6590,565
6600,565
6610,564
6620,564
6630,564
6640,565
6650,565
6660,565
6670,563
6680,564
6690,565
6700,564
6710,565
6720,567
6730,567
6740,565
6750,565
6760,565
6770,567
6780,565
6790,565
6800,565
6810,565
6820,564
6830,564
6840,565
6850,567
6860,567
6870,564
6880,564
6890,567
6900,564
6910,564
6920,567
6930,567
6940,565
6950,564
6960,563
6970,564
6980,565
6990,565
7000,564
7010,565
7020,567
7030,565
7040,564
7050,565
7060,568
7070,567
7080,567
7090,567
7100,563
7110,562
7120,564
7130,563
7140,563
7150,564
7160,565
7170,567
7180,567
7190,565
7200,565
7210,564
7220,564
7230,567
7240,567
7250,567
7260,565
7270,567
7280,565
7290,564
7300,565
7310,568
7320,567
7330,567
7340,565
7350,564
7360,564
7370,564
7380,565
7390,565
7400,567
7410,565
7420,564
7430,565
7440,565
7450,564
7460,565
7470,567
7480,565
7490,567
7500,567
7510,565
7520,564
7530,564
7540,565
7550,565
7560,567
7570,568
7580,568
7590,567
7600,565
7610,563
7620,563
7630,567
7640,565
7650,564
7660,565
7670,567
7680,565
7690,567
7700,567
7710,567
7720,565
7730,564
7740,564
7750,567
7760,568
7770,568
7780,567
7790,567
7800,567
7810,567
7820,567
7830,567
7840,567
7850,567
7860,567
7870,565
7880,565
7890,565
7900,565
7910,568
7920,568
7930,567
7940,567
7950,565
7960,565
7970,567
7980,567
7990,565
8000,567
8010,567
8020,567
8030,565
8040,563
8050,563
8060,565
8070,565
8080,565
8090,565
8100,565
8110,567
8120,565
8130,565
8140,565
8150,567
8160,567
8170,564
8180,564
8190,565
8200,567
8210,564
8220,564
8230,567
8240,565
8250,565
8260,567
8270,567
8280,564
8290,564
8300,564
8310,565
8320,567
8330,565
8340,565
8350,565
8360,564
8370,564
8380,565
8390,565
8400,565
8410,565
8420,564
8430,564
8440,565
8450,567
8460,565
8470,565
8480,567
8490,565
8500,567
8510,567
8520,567
8530,567
8540,567
8550,565
8560,564
8570,565
8580,567
8590,567
8600,564
8610,563
8620,564
8630,565
8640,565
8650,565
8660,565
8670,565
8680,564
8690,567
8700,565
8710,564
8720,565
8730,567
8740,567
8750,565
8760,564
8770,564
8780,565
8790,565
8800,565
8810,565
8820,567
8830,567
8840,565
8850,563
8860,563
8870,564
8880,564
8890,567
8900,567
8910,565
8920,565
8930,567
8940,567
8950,564
8960,563
8970,564
8980,567
8990,568
9000,565
9010,564
9020,565
9030,565
9040,564
9050,564
9060,564
9070,564
9080,565
9090,565
9100,565
9110,565
9120,565
9130,564
9140,563
9150,563
9160,567
9170,565
9180,565
9190,567
9200,565
9210,564
9220,563
9230,565
9240,567
9250,565
9260,564
9270,563
9280,565
9290,565
9300,564
9310,564
9320,567
9330,565
9340,565
9350,567
9360,567
9370,565
9380,565
9390,565
9400,565
9410,567
9420,565
9430,564
9440,565
9450,564
9460,565
9470,565
9480,564
9490,563
9500,564
9510,565
9520,564
9530,565
9540,564
9550,564
9560,565
9570,565
9580,567
9590,565
9600,564
9610,564
9620,565
9630,564
9640,564
9650,565
9660,565
9670,565
9680,568
9690,567
9700,565
9710,565
9720,564
9730,564
9740,565
9750,565
9760,567
9770,565
9780,565
9790,565
9800,564
9810,565
9820,567
9830,567
9840,565
9850,565
9860,567
9870,567
9880,565
9890,564
9900,564
9910,567
9920,567
9930,565
9940,564
9950,565
9960,565
9970,564
9980,567
9990,567
10000,564
10010,564
10020,565
10030,564
10040,563
10050,564
10060,565
10070,565
10080,567
10090,567
10100,565
10110,564
10120,564
10130,564
10140,563
10150,564
10160,565
10170,564
10180,564
10190,564
10200,564
10210,564
10220,563
10230,562
10240,564
10250,567
10260,567
10270,565
10280,565
10290,565
10300,562
10310,563
10320,563
10330,563
10340,565
10350,565
10360,565
10370,565
10380,565
10390,565
10400,565
10410,564
10420,564
10430,564
10440,565
10450,564
10460,563
10470,564
10480,564
10490,565
EOF
